condition,currency,category,year,make,model,location,s/n,reg,total_hours,national_origin,standard_price,hour,price,country
Used,USD,Turboprops,1998,AYRES,400,"Americus,
	                           GA
	                           USA",Not Listed,Not Listed,7100.0,United States,342000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1998,ZENAIR/ZENITH,ZODIAC CH 601 HDS,"Thomaston,
	                           GA
	                           USA",Not Listed,N601JW,290.0,Canada,34000.0,upto 1000 hours,upto 100000,Other
Used,USD,Turboprops,1999,AIR TRACTOR,AT-402B,"Hayti,
	                           MO
	                           USA",402B-1095,N51967,7922.0,United States,330000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1999,AMERICAN CHAMPION,7-GCAA ADVENTURE,"Houston,
	                           TX
	                           USA",Not Listed,N7407F,1370.0,United States,82000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1999,BEECHCRAFT,B36TC BONANZA,"Tampa,
	                           FL
	                           USA",EA-640,N2226L,1360.0,United States,319000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Turboprops,1999,BEECHCRAFT,KING AIR 350,"Chattanooga,
	                           TN
	                           USA",FL-233,N950TM,5503.0,United States,2750000.0,upto 10000 hours,more than 2000000,USA
Used,USD,Single Engine Piston,1999,CESSNA,206H STATIONAIR,"Canada,
	                           QC
	                           CAN",Not Listed,Not Listed,1000.0,United States,465000.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1999,MAULE AIR,M-7-260C,"Arlington,
	                           TX
	                           USA",Not Listed,N4003A,551.0,United States,189500.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1999,MOONEY INTERNATIONAL CORP,M20M BRAVO,"AUSTIN,
	                           TX
	                           USA",Not Listed,N49FM,747.0,United States,185000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1999,MOONEY INTERNATIONAL CORP,M20S EAGLE,"Chatham,
	                           MA
	                           USA",30-0014,N57DM,1506.0,United States,175000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1999,PIPER AIRCRAFT,MALIBU MIRAGE,"Lexington,
	                           KY
	                           USA",4636228,N997MJ,2510.0,United States,479900.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1999,PIPER AIRCRAFT,MALIBU MIRAGE,"Brainerd,
	                           MN
	                           USA",4636194,N311KF,2840.0,United States,445000.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2000,ASHCRAFT AERO WORKS,DR-109,"Fargo, ND,
	                           ND
	                           USA",Not Listed,Not Listed,0.0,United States,76000.0,upto 1000 hours,upto 100000,USA
Used,USD,Piston Helicopters,2000,ROBINSON HELICOPTER,R44 RAVEN I,"Culpeper,
	                           VA
	                           USA",Not Listed,N630MS,3690.0,United States,175000.0,upto 4000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2000,SCHWEIZER,300CB,"Fort Lauderdale,
	                           FL
	                           USA",112,N504JN,1855.0,United States,186930.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2000,SEAWIND LLC,3000,"Fort Lauderdale,
	                           FL
	                           USA",Not Listed,N80CC,667.0,United States,170000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2000,SOCATA,TB-21 TRINIDAD,"Philippi,
	                           WV
	                           USA",Not Listed,N824GT,890.0,France,239500.0,upto 1000 hours,upto 250000,Other
Used,USD,Single Engine Piston,2000,VELOCITY INC,VELOCITY XL-RG,"Leesburg,
	                           FL
	                           USA",Not Listed,N711D,98.0,United States,126000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,AMERICAN CHAMPION,8-GCBC SCOUT,"LA
	                           USA",Not Listed,N561DM,800.0,United States,225000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,BELLANCA,17-30A SUPER VIKING (1979 AND NEWER),"Vero Beach,
	                           FL
	                           USA",00-301030,N27LE,542.0,United States,159900.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,CESSNA,T206H,"Greensboro,
	                           NC
	                           USA",T20608273,N2456Q,2175.0,United States,309000.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2001,CESSNA,T206H,"Stuart,
	                           FL
	                           USA",T20608304,N742HM,879.0,United States,369000.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2001,CIRRUS,SR22,"Phillipsburg,
	                           OH
	                           USA",42,C-GZZG,1637.0,United States,199900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,CESSNA,300,"Bentonville,
	                           AR
	                           USA",40031,N927MB,1825.0,United States,219500.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,LANCAIR,IV-P,"Lacon,
	                           IL
	                           USA",LIV-419,N434DK,790.0,United States,250000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,LANCAIR,LEGACY,"Vero Beach,
	                           FL
	                           USA",L2K-123,N975RA,1126.0,United States,229000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,PIPER AIRCRAFT,ARROW,"Miami,
	                           FL
	                           USA",28-44049,N53276,8558.0,United States,129900.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,PIPER AIRCRAFT,ARROW,USA,28-44044,N5325U,6452.0,United States,114000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2001,PIPER AIRCRAFT,ARROW IV,"Mesa,
	                           AZ
	                           USA",2844062,N4184M,11999.0,United States,45000.0,more than 10000 hours,upto 100000,USA
Used,USD,Piston Helicopters,2001,ROBINSON HELICOPTER,R44 RAVEN I,"St Augustine,
	                           FL
	                           USA",L#229E,L#229E,7443.0,United States,260000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2001,SOCATA,TB-21 GT TRINIDAD,"Burlington,
	                           ON
	                           CAN",2065,C-GTBS,214.0,France,235000.0,upto 1000 hours,upto 250000,Other
Used,USD,Private Jets,2002,BEECHCRAFT,BEECHJET 400A,"Cleveland,
	                           OH
	                           USA",RK-339,N404LR,2981.0,United States,1495000.0,upto 4000 hours,upto 2000000,USA
Used,USD,Single Engine Piston,2002,CESSNA,172S SKYHAWK SP,"Clearwater,
	                           FL
	                           USA",172S9025,N5148V,5706.0,United States,189000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR20,"Palo Alto,
	                           CA
	                           USA",1165,N193WT,1194.0,United States,190000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR20,"KBEH,
	                           MI
	                           USA",1207,N871CD,2000.0,United States,114900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR20,"Phillipsburg,
	                           OH
	                           USA",1228,N1212Z,1875.0,United States,179900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR22,"Mountain Home,
	                           ID
	                           USA",433,N385C,1751.0,United States,209900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR22,KCHD,206,N41XP,1066.0,United States,184900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR22,"Stuart,
	                           FL
	                           USA",209,N200LB,1189.0,United States,197500.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,EXTRA FLUGZEUGBAU,EA 400,"Bellingham,
	                           WA
	                           USA",23,N70HG,299.0,Germany,575000.0,upto 1000 hours,upto 1000000 hours,Other
Used,USD,Single Engine Piston,2002,MAULE AIR,MT-7-260,"BLUE RIDGE,
	                           TX
	                           USA",27010C,N260JC,850.0,United States,157000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2002,Blue Yonder Aviation,MERLIN GT,"Weatherford,
	                           TX
	                           USA",43,1081H,385.0,Canada,30000.0,upto 1000 hours,upto 100000,Other
Used,USD,Single Engine Piston,2002,PIPER AIRCRAFT,ARROW IV,"Mesa,
	                           AZ
	                           USA",2844078,N5353G,11639.0,United States,75000.0,more than 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,2002,PIPER AIRCRAFT,SARATOGA II TC (1998 - 2008),"Louisburg,
	                           NC
	                           USA",3257267,N770W,1762.0,United States,279900.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2002,PIPER AIRCRAFT,SARATOGA II TC (1998 - 2008),"Lexington,
	                           KY
	                           USA",3257291,N691MA,1443.0,United States,269900.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2002,PIPER AIRCRAFT,SARATOGA II TC (1998 - 2008),"CA
	                           USA",3257280,N531PT,1140.0,United States,260000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2003,BEECHCRAFT,A36 BONANZA 36,"Tulsa,
	                           OK
	                           USA",Not Listed,N765B,1179.0,United States,380000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Turboprops,2003,BEECHCRAFT,KING AIR B200,"Stockton,
	                           CA
	                           USA",BB-1821,P4-AMI,1908.0,United States,1850000.0,upto 2000 hours,upto 2000000,USA
Used,USD,Single Engine Piston,2003,CESSNA,182T SKYLANE,"Jackson,
	                           MS
	                           USA",18281233,N2151X,2902.0,United States,239950.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CESSNA,350,"Ft. Myers,
	                           FL
	                           USA",42032,N495RD,1860.0,United States,225000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CIRRUS,SR22,"Watertown,
	                           WI
	                           USA",440,N609C,1910.0,United States,225000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CIRRUS,SR22,"TX
	                           USA",505,N845XG,1645.0,United States,214900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CIRRUS,SR22,"Phillipsburg,
	                           OH
	                           USA",735,N270MW,3580.0,United States,204900.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CESSNA,350,"Delray Beach,
	                           FL
	                           USA",42006,N350BL,1910.0,United States,250000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CESSNA,350,"Jacksonville,
	                           FL
	                           USA",Not Listed,N6501Z,1340.0,United States,225000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,ACRO SPORT,BABY ACE,"Foley,
	                           AL
	                           USA",92443,N30051,260.0,United States,10900.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,2003,GLASAIR AVIATION,GLASAIR III,"PALM COAST,
	                           FL
	                           USA",3114,N550P,700.0,United States,140000.0,upto 1000 hours,upto 250000,USA
Used,USD,Turboprops,2003,PIPER AIRCRAFT,MERIDIAN M500,"South Carolina
	                           
	                           USA",4697172,N821J,1450.0,United States,899900.0,upto 2000 hours,upto 1000000 hours,USA
Used,USD,Single Engine Piston,2003,PRECEPTOR,ULTRA PUP,"Winchester,
	                           VA
	                           USA",GM-5,N2945X,130.0,United States,17500.0,upto 1000 hours,upto 100000,USA
Used,USD,Piston Helicopters,2003,ROBINSON HELICOPTER,R44 RAVEN I,"St. Augustine,
	                           FL
	                           USA",L#256H,L#256H,3539.0,United States,235000.0,upto 4000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2003,ROBINSON HELICOPTER,R44 RAVEN II,"Chilliwack,
	                           BC
	                           CAN",10064,C-GMLP,3991.0,United States,222900.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,SEAWIND LLC,3000,"Bottineau,
	                           ND
	                           USA",115,N824BH,55.0,United States,190000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2004,AVIAT,HUSKY A-1B,"Burlington,
	                           ON
	                           CAN",2248,C-FBEB,705.0,United States,159900.0,upto 1000 hours,upto 250000,USA
Used,USD,Turboprops,2004,BEECHCRAFT,KING AIR C90B,"Cornelius,
	                           NC
	                           USA",LJ-1714,N422AS,2437.0,United States,1195000.0,upto 4000 hours,upto 2000000,USA
Used,USD,Single Engine Piston,2004,CESSNA,350,"Fort Myers,
	                           FL
	                           USA",42058,N772TT,1065.0,United States,235000.0,upto 2000 hours,upto 250000,USA
Used,USD,Private Jets,2004,CESSNA,CITATION CJ2,"Laredo,
	                           TX
	                           USA",C525A-0205,N205YY,2394.0,United States,2580000.0,upto 4000 hours,more than 2000000,USA
Used,USD,Single Engine Piston,2004,CESSNA,T206H,"Stuart,
	                           FL
	                           USA",T20608459,N226CM,1079.0,United States,369000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2004,CIRRUS,SR22-G2 GTS,"Farmingdale,
	                           NY
	                           USA",1168,N24RF,1185.0,United States,259000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2004,CESSNA,350,"Sugar Grove
	                           
	                           USA",42039,N6502X,2790.0,United States,239000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2004,CESSNA,400SLX,"Lexington,
	                           KY
	                           USA",41033,N555VA,1350.0,United States,209900.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2004,DAKOTA CUB AIRCRAFT,SUPER 18,"Sauk City Airport,
	                           WI
	                           USA",Not Listed,Not Listed,89.0,United States,95900.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,2004,DIAMOND AIRCRAFT INDUSTRIES,DA40-180 STAR,"Peachtree CIty,
	                           GA
	                           USA",40.416,N125HA,4500.0,AUSTRIA,185000.0,upto 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,2004,LANCAIR,LEGACY RG,"Watkins,
	                           CO
	                           USA",Not Listed,N927J,804.0,United States,225000.0,upto 1000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2004,ENSTROM HELICOPTER CORPORATION,280FX SHARK,"Memphis,
	                           TN
	                           USA",2104,N2992H,8288.0,United States,180000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2004,MAULE AIR,M-4-180V,"Spicewood,
	                           TX
	                           USA",Not Listed,N799ZZ,460.0,United States,89900.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,2004,PIPER AIRCRAFT,ARROW,"Miami,
	                           FL
	                           USA",2844108,N514MS,8010.0,United States,159900.0,upto 10000 hours,upto 250000,USA
